URL handle,Title,SKU,Option1 name,Option1 value,Tags
gray-zebra-acrylic-tumblers-15-6-fl-oz-set-of-2,"Gray Zebra Acrylic Tumblers, 15.6 fl oz, Set of 2",28714,Title,Default Title,"Acrylic Tumbler, Gray, ZEBRA, Organic Modern, Coastal, Minimalist, Housewarming, Hostess Gift, Self-Gift, Outdoor & Patio, Bar & Barware, Entertaining, Fourth of July, Outdoor Living, Poolside, Weekend Gatherings, Break-resistant acrylic; set of 2 with generous 15.6 fl oz (460 mL) capacity, cat:outdoor, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:season-opener"
zebra-gray-acrylic-wine-glasses-set-of-2,"Zebra Gray Acrylic Wine Glasses, Set of 2",28715,Title,Default Title,"Wine Glass, Gray, ZEBRA, Organic Modern, Minimalist, Coastal, Housewarming, Hostess Gift, Just Because, Outdoor & Patio, Bar & Barware, Entertaining, Fourth of July, Wedding Season, Cocktail Hour, Outdoor Living, The Well-Set Bar, Acrylic construction for outdoor use; textured smoke-gray bowl, cat:outdoor, cat:gifts, cat:new-arrivals, seg:season-opener, seg:someone-in-mind"
clear-acrylic-lowball-glasses-10-0-fl-oz-295-ml-set-of-2,"Clear Acrylic Lowball Glasses, 10.0 fl oz (295 mL), Set of 2",28716,Title,Default Title,"Rocks Glass, Clear, Minimalist, Coastal, Organic Modern, Housewarming, Hostess Gift, Just Because, Cocktail Hour, Outdoor & Patio, Bar & Barware, Fourth of July, Father's Day, Poolside, The Well-Set Bar, Break-resistant clear acrylic; lightweight outdoor barware; set of 2, cat:outdoor, cat:gifts, cat:new-arrivals, seg:season-opener"
gravur-clear-acrylic-drinking-glasses-set-of-2,"Gravur Clear Acrylic Drinking Glasses, Set of 2",28717,Title,Default Title,"Tumbler, Clear, GRAVUR, Organic Modern, Minimalist, Coastal, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Outdoor & Patio, Entertaining, Fourth of July, Father's Day, Outdoor Living, Poolside, Weekend Gatherings, Shatter-resistant acrylic; clear 15.9 fl oz (470 mL) capacity, cat:outdoor, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
atlantis-acrylic-tumblers-11-8-fl-oz-set-of-2,"Atlantis Acrylic Tumblers, 11.8 fl oz, Set of 2",28718,Title,Default Title,"Acrylic Tumbler, Clear, ATLANTIS, Coastal, Organic Modern, Minimalist, Housewarming, Hostess Gift, Just Because, Outdoor & Patio, Entertaining, Everyday Use, Fourth of July, Poolside, Outdoor Living, Weekend Gatherings, Break-resistant acrylic; outdoor-friendly set of 2, cat:outdoor, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:season-opener"
bow-wood-napkin-rings-set-of-4,"Bow Wood Napkin Rings, Set of 4",28719,Title,Default Title,"Napkin Ring, Natural, Wood, Canna, Glauca, Organic Modern, Japandi, Coastal, Housewarming, Hostess Gift, Thank-You, Entertaining, Dinner Party, Gifting, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, The Host's Touch, 100% Canna glauca wood; set of 4, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
holly-napkin-rings-set-of-4-in-zinc-alloy,Holly Napkin Rings Set of 4 in Zinc Alloy,28720,Title,Default Title,"Napkin Ring, Green, Aleacion, Zinc, Classic/Heritage, Organic Modern, Hostess Gift, Holiday Gift, Housewarming, Entertaining, Dinner Party, Décor & Styling, Christmas, Holiday Traditions, The Dinner Party, The Host's Touch, 100% zinc alloy; wipe clean with a soft, dry cloth, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
green-tree-napkin-rings-set-of-4,"Green Tree Napkin Rings, Set of 4",28721,Title,Default Title,"Napkin Ring, Green, Aleacion, Zinc, Organic Modern, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Holiday Gift, Entertaining, Dinner Party, Décor & Styling, Christmas, Thanksgiving, The Sunday Table, Holiday Traditions, The Art of the Table, Zinc alloy construction; set of 4 for coordinated place settings, cat:tabletop, cat:gifts, cat:new-arrivals, seg:the-full-table"
duna-beige-cotton-kitchen-towels-set-of-2,"Duna Beige Cotton Kitchen Towels, Set of 2",28722,Title,Default Title,"Kitchen Towel, Beige, Cotton, Polyester, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Thank-You, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, The Host's Touch, The Housewarming, 90% cotton; Set of 2, cat:kitchen, cat:gifts, cat:new-arrivals"
white-cotton-tablecloth-for-dining-table,White Cotton Tablecloth for Dining Table,28723,Title,Default Title,"Tablecloth, White, Cotton, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Gifting, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, Hostess Gifts, 100% cotton; washable; medium-iron safe, cat:tabletop, cat:new-arrivals"
beige-cotton-rectangular-dining-tablecloth-55-1-x-94-5-in,"Beige Cotton Rectangular Dining Tablecloth, 55.1 x 94.5 in",28724,Title,Default Title,"Tablecloth, Beige, Cotton, Organic Modern, Scandinavian, Minimalist, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, The Art of the Table, 100% cotton; washable care; neutral beige color, cat:tabletop, cat:new-arrivals"
canon-black-decorative-vase-13-in-33-cm,"Canon Black Decorative Vase, 13 in (33 cm)",28741,Title,Default Title,"Decorative Vase, Black, Minimalist, Organic Modern, Japandi, Housewarming, Hostess Gift, Self-Gift, Décor & Styling, Gifting, Entertaining, Wedding Season, The Host's Touch, Flowers on the Table, The Housewarming, Tall profile; black decorative finish, cat:decor, cat:new-arrivals"
canon-black-decorative-vase,Canon Black Decorative Vase,28742,Title,Default Title,"Decorative Vase, Black, Minimalist, Organic Modern, Japandi, Housewarming, Hostess Gift, Self-Gift, Décor & Styling, Gifting, Entertaining, Mother's Day, Wedding Season, Flowers on the Table, The Collected Home, Hostess Gifts, Black color; 8.3 in (21 cm) tabletop scale, cat:decor, cat:new-arrivals"
adesia-gray-paring-knife-with-cover,Adesia Gray Paring Knife with Cover,28783,Title,Default Title,"Paring Knife, Gray, Plastic, Stainless steel, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, The Host's Touch, The Housewarming, Stainless steel blade; fitted blade cover, cat:kitchen, cat:new-arrivals"
black-handle-stainless-steel-utility-knife,Black Handle Stainless Steel Utility Knife,28785,Title,Default Title,"Utility Knife, Silver, Plastic, Stainless steel, Minimalist, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, The Sunday Table, The Host's Touch, Stainless steel blade with a steady black handle; compact length for controlled prep., cat:kitchen, cat:new-arrivals, seg:the-first-kitchen"
black-handle-chef-knife-stainless-steel,"Black Handle Chef Knife, Stainless Steel",28786,Title,Default Title,"Chef Knife, Silver, Plastic, Stainless steel, Minimalist, Organic Modern, Scandinavian, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Christmas, Wedding Season, Cooking Together, The Sunday Table, The Housewarming, Stainless steel blade with black plastic handle; hand-wash care helps preserve the edge., cat:kitchen, cat:new-arrivals, seg:the-first-kitchen"
black-and-white-marble-slate-coasters-set-of-4,"Black and White Marble & Slate Coasters, Set of 4",28787,Title,Default Title,"Coaster Set, White, Marble, Pizarra, BLANCO Y NEGRO, Organic Modern, Minimalist, Japandi, Housewarming, Hostess Gift, Thank-You, Everyday Use, Entertaining, Bar & Barware, Christmas, Thanksgiving, New Year, Cocktail Hour, The Well-Set Bar, The Housewarming, Natural marble and slate; set of 4, cat:tabletop, cat:gifts, cat:new-arrivals"
black-and-white-marble-slate-picture-frame-8-3-x-6-3-in-21-x-16-cm,"Black-and-White Marble & Slate Picture Frame, 8.3 x 6.3 in (21 x 16 cm)",28788,Title,Default Title,"Picture Frame, White, Marble, Pizarra, BLANCO Y NEGRO, Organic Modern, Minimalist, Classic/Heritage, Housewarming, Wedding, Thank-You, Décor & Styling, Gifting, Everyday Use, Christmas, Mother's Day, Wedding Season, The Collected Home, Objects with Stories, The Housewarming, 50% marble and 50% slate; black-and-white natural stone., cat:decor, cat:new-arrivals"
black-and-white-marble-slate-picture-frame,Black and White Marble & Slate Picture Frame,28789,Title,Default Title,"Picture Frame, White, Marble, Pizarra, BLANCO Y NEGRO, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Wedding, Thank-You, Décor & Styling, Gifting, Everyday Use, Wedding Season, Mother's Day, Objects with Stories, The Collected Home, Hostess Gifts, Made with 50% marble and 50% slate; crisp black-and-white stone design, cat:decor, cat:new-arrivals"
black-and-white-marble-and-slate-picture-frame-8-3-in-21-cm,"Black and White Marble and Slate Picture Frame, 8.3 in (21 cm)",28790,Title,Default Title,"Picture Frame, White, Marble, Pizarra, BLANCO Y NEGRO, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Wedding, Hostess Gift, Décor & Styling, Gifting, Everyday Use, Wedding Season, The Collected Home, A Gift with a Story, The Host's Touch, 50% marble and 50% slate; black-and-white line design, cat:decor, cat:new-arrivals"
black-and-white-marble-slate-picture-frame-10-2-in,"Black and White Marble Slate Picture Frame, 10.2 in",28791,Title,Default Title,"Picture Frame, White, Marble, Pizarra, BLANCO Y NEGRO, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Wedding, Thank-You, Décor & Styling, Gifting, Everyday Use, Wedding Season, Objects with Stories, The Collected Home, The Housewarming, 50% marble and 50% slate; black-and-white line design, cat:decor, cat:new-arrivals"
kora-16-piece-dinnerware-set-service-for-4,"Kora 16-Piece Dinnerware Set, Service for 4",28876,Title,Default Title,"Dinnerware Set, Multicolor, Ceramic, BASICS, Organic Modern, Minimalist, Scandinavian, Housewarming, Wedding, Self-Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, Everyday Celebrations, Microwave- and dishwasher-safe; 100% ceramic, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen"
crisalia-porcelain-dinner-plates-set-of-2,Crisalia Porcelain Dinner Plates Set of 2,28877,Title,Default Title,"Dinner Plate, Multicolor, Porcelain, New Bone China, CRISALIA, Classic/Heritage, Organic Modern, Housewarming, Wedding, Hostess Gift, Entertaining, Dinner Party, Serving, Wedding Season, Thanksgiving, Christmas, The Dinner Party, Weekend Gatherings, The Art of the Table, 100% porcelain new bone china; multicolor set of 2, cat:tabletop, cat:gifts, cat:new-arrivals"
crisalia-new-bone-china-salad-plates-set-of-2,Crisalia New Bone China Salad Plates Set of 2,28878,Title,Default Title,"Salad Plate, Multicolor, Porcelain, New Bone China, CRISALIA, Organic Modern, Classic/Heritage, Minimalist, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Wedding Season, The Sunday Table, Weekend Gatherings, The Art of the Table, 100% porcelain New Bone China., cat:tabletop, cat:gifts, cat:new-arrivals"
crisalia-porcelain-cup-saucer-set-4-pieces,"Crisalia Porcelain Cup & Saucer Set, 4 Pieces",28879,Title,Default Title,"Cup and Saucer Set, Multicolor, Porcelain, New Bone China, CRISALIA, Classic/Heritage, Organic Modern, Minimalist, Housewarming, Thank-You, Hostess Gift, Coffee & Tea, Entertaining, Gifting, Mother's Day, Wedding Season, Christmas, The Coffee Ritual, The Tea Ritual, The Host's Touch, 100% porcelain new bone china; coordinated 4-piece service for two, cat:tabletop, cat:gifts, cat:new-arrivals"
borosilicate-glass-candle-holder-in-red,Borosilicate Glass Candle Holder in Red,29157,Title,Default Title,"Candle Holder, Red, Glass, Classic/Heritage, Minimalist, Scandinavian, Hostess Gift, Holiday Gift, Housewarming, Décor & Styling, Entertaining, Gifting, Christmas, Valentine's Day, New Year, Candlelit Dinners, Holiday Traditions, The Art of the Table, 100% borosilicate glass; wipe-clean care, cat:decor, cat:new-arrivals"
red-holiday-candle-holder-in-borosilicate-glass-8-4-in,"Red Holiday Candle Holder in Borosilicate Glass, 8.4 in",29158,Title,Default Title,"Candle Holder, Red, Glass, Classic/Heritage, Minimalist, Scandinavian, Hostess Gift, Holiday Gift, Housewarming, Décor & Styling, Entertaining, Gifting, Christmas, Thanksgiving, New Year, Holiday Traditions, Candlelit Dinners, The Host's Touch, 100% borosilicate glass; wipe-clean care with mild soap and a damp cloth, cat:decor, cat:new-arrivals"
multicolor-glass-christmas-tree-taper-candle-holder,Multicolor Glass Christmas Tree Taper Candle Holder,29161,Title,Default Title,"Taper Candle Holder, Multicolor, Glass, Scandinavian, Organic Modern, Minimalist, Hostess Gift, Holiday Gift, Housewarming, Décor & Styling, Entertaining, Gifting, Christmas, Holiday Traditions, Candlelit Dinners, The Host's Touch, 100% borosilicate glass; wipe-clean care, cat:decor, cat:new-arrivals"
multicolor-glass-christmas-tree-candle-holder,Multicolor Glass Christmas Tree Candle Holder,29162,Title,Default Title,"Taper Candle Holder, Multicolor, Glass, Classic/Heritage, Scandinavian, Organic Modern, Holiday Gift, Hostess Gift, Housewarming, Décor & Styling, Entertaining, Special Occasion, Christmas, Thanksgiving, Holiday Traditions, Candlelit Dinners, The Host's Touch, 100% borosilicate glass, cat:decor, cat:new-arrivals"
christmas-tree-wine-glasses-13-5-fl-oz-400-ml-set-of-2,"Christmas Tree Wine Glasses, 13.5 fl oz (400 mL), Set of 2",29167,Title,Default Title,"Wine Glass, Multicolor, Glass, Classic/Heritage, Scandinavian, Hostess Gift, Holiday Gift, Thank-You, Bar & Barware, Entertaining, Gifting, Christmas, New Year, Holiday Traditions, Wine Night, The Well-Set Bar, 100% borosilicate glass; Dishwasher-safe, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:season-opener"
christmas-village-glass-cutting-board-11-8-in,"Christmas Village Glass Cutting Board, 11.8 in",29169,Title,Default Title,"Glass Cutting Board, Multicolor, Glass, Sodalime, NOCHE BUENA SNOW, Classic/Heritage, Housewarming, Hostess Gift, Holiday Gift, Serving, Décor & Styling, Gifting, Christmas, Holiday Traditions, Seasonal Tables, The Host's Touch, Dishwasher-safe soda-lime glass; nonporous cutting board surface, cat:tabletop, cat:new-arrivals"
wild-christmas-soda-lime-glass-cutting-board,Wild Christmas Soda-Lime Glass Cutting Board,29170,Title,Default Title,"Glass Cutting Board, Multicolor, Glass, Sodalime, NAVIDAD SILVESTRE, Classic/Heritage, Organic Modern, Hostess Gift, Holiday Gift, Housewarming, Serving, Entertaining, Gifting, Christmas, Holiday Traditions, The Host's Touch, Hostess Gifts, Dishwasher-safe; 100% soda-lime glass., cat:tabletop, cat:new-arrivals"
christmas-eve-glass-drinking-straws-set-of-4,"Christmas Eve Glass Drinking Straws, Set of 4",29171,Title,Default Title,"Drinking Straw, Multicolor, Glass, NOCHE BUENA SNOW, Minimalist, Scandinavian, Hostess Gift, Holiday Gift, Housewarming, Bar & Barware, Cocktail Hour, Entertaining, Christmas, Holiday Traditions, The Well-Set Bar, 100% borosilicate glass; dishwasher-safe; reusable, cat:bar-glassware, cat:gifts, cat:new-arrivals"
multicolor-borosilicate-glass-coffee-spoons-set-of-4,"Multicolor Borosilicate Glass Coffee Spoons, Set of 4",29172,Title,Default Title,"Coffee Spoon, Multicolor, Glass, NOCHE BUENA SNOW, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Holiday Gift, Coffee & Tea, Entertaining, Gifting, Christmas, The Coffee Ritual, The Tea Ritual, Holiday Traditions, 100% borosilicate glass; dishwasher-safe., cat:tabletop, cat:gifts, cat:new-arrivals"
bosque-multicolor-glass-tray,Bosque Multicolor Glass Tray,29197,Title,Default Title,"Serving Tray, Multicolor, Glass, Soda-lime, BOSQUE, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Thank-You, Entertaining, Bar & Barware, Décor & Styling, Christmas, Mother's Day, Wedding Season, Cocktail Hour, The Host's Touch, Hostess Gifts, 100% soda-lime glass; compact narrow footprint, cat:tabletop, cat:new-arrivals"
villa-red-soda-lime-side-plate-8-1-in-20-5-cm,"Villa Red Soda-Lime Side Plate, 8.1 in (20.5 cm)",29198,Title,Default Title,"Side Plate, Multicolor, Glass, Soda-lime, Organic Modern, Minimalist, Classic/Heritage, Housewarming, Hostess Gift, Wedding, Everyday Use, Entertaining, Serving, Wedding Season, The Art of the Table, The Dinner Party, Hostess Gifts, Dishwasher-safe; 100% soda-lime glass, cat:tabletop, cat:new-arrivals, seg:the-full-table"
christmas-tree-glass-side-plate-8-1-in,"Christmas Tree Glass Side Plate, 8.1 in",29199,Title,Default Title,"Side Plate, Multicolor, Glass, Soda-lime, Classic/Heritage, Minimalist, Holiday Gift, Hostess Gift, Housewarming, Entertaining, Dinner Party, Gifting, Christmas, Holiday Traditions, Seasonal Tables, The Host's Touch, Dishwasher-safe soda-lime glass; multicolor Christmas tree motif, cat:tabletop, cat:new-arrivals, seg:someone-in-mind"
green-pineapple-glass-dinner-plate-10-2-in-26-cm,"Green Pineapple Glass Dinner Plate, 10.2 in (26 cm)",29200,Title,Default Title,"Dinner Plate, Multicolor, Glass, Soda-lime, PINAS VERDE, Coastal, Organic Modern, Mediterranean, Housewarming, Hostess Gift, Birthday, Everyday Use, Entertaining, Serving, Wedding Season, The Dinner Party, Weekend Gatherings, The Art of the Table, Dishwasher-safe soda-lime glass, cat:tabletop, cat:new-arrivals"
glass-christmas-tree-serving-tray-9-1-in,"Glass Christmas Tree Serving Tray, 9.1 in",29201,Title,Default Title,"Serving Tray, Multicolor, Glass, Soda-lime, Classic/Heritage, Minimalist, Hostess Gift, Thank-You, Holiday Gift, Serving, Entertaining, Gifting, Christmas, Holiday Traditions, The Host's Touch, Hostess Gifts, 100% soda-lime glass; compact 9.1 in (23 cm) size, cat:tabletop, cat:new-arrivals"
